,상품명,url,가격,성별,대분류 이름,중분류 이름,대분류 번호,중분류 번호
1022,[짱구대디 컬래버] CONE 오버사이즈 데님 블루종 재킷 ...,https://www.musinsa.com/app/goods/2993122,39900,"
남
",아우터,트러커재킷,002,002017
1023,스키니 히든 밴딩 크롭 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1226378,119900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1024,우먼즈 라이트웨이트 하이 웨이스트 와이드 히든 밴딩 슬랙스...,https://www.musinsa.com/app/goods/1945313,43900,"
여
",바지,슈트팬츠/슬랙스,003,003008
1025,[힛탠다드] 우먼즈 타이즈_이너 웨어 [라이트 베이지],https://www.musinsa.com/app/goods/1595695,13900,"
여
",속옷,홈웨어,026,026005
1026,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [미디엄 그레...,https://www.musinsa.com/app/goods/1388780,19900,"
남
",상의,반소매티셔츠,001,001001
1027,우먼즈 크루 넥 크롭 긴팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/2392496,17900,"
여
",상의,긴소매티셔츠,001,001010
1028,우먼즈 플랫 테리 스웨트 미니 스커트 [블랙],https://www.musinsa.com/app/goods/1324272,23900,"
여
",스커트,미니스커트,022,022001
1029,우먼즈 슬림 스트레이트 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/1357808,49900,"
여
",바지,데님팬츠,003,003002
1030,우먼즈 심리스 팬티 2팩 [다크 그레이],https://www.musinsa.com/app/goods/1010354,15900,"
여
",속옷,여성속옷하의,026,026002
1031,[쿨탠다드] 세미 와이드 히든 밴딩 슬랙스 [그레이],https://www.musinsa.com/app/goods/2456625,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1032,폰테 크루 넥 긴팔 티셔츠 [네이비],https://www.musinsa.com/app/goods/1190267,24900,"
남
",상의,긴소매티셔츠,001,001010
1033,릴렉스 핏 크루 넥 포켓 반팔 티셔츠 [다크 베이지],https://www.musinsa.com/app/goods/996513,16900,"
남
",상의,반소매티셔츠,001,001001
1034,우먼즈 텐셀 실키 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1388022,16900,"
여
",상의,반소매티셔츠,001,001001
1035,헤비웨이트 오버사이즈 스웨트셔츠 [다크 그레이],https://www.musinsa.com/app/goods/1642890,39900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1036,우먼즈 플루이드 블레이저 [베이지],https://www.musinsa.com/app/goods/1343225,79900,"
여
",아우터,슈트/블레이저재킷,002,002003
1037,빅 대디 오버사이즈 블레이저 [그레이],https://www.musinsa.com/app/goods/2375911,89900,"
남
",아우터,슈트/블레이저재킷,002,002003
1038,울 테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],https://www.musinsa.com/app/goods/1249693,73900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1039,핀 턱 레귤러 핏 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/2447790,51900,"
남
",바지,데님팬츠,003,003002
1040,크루 넥 긴팔 티셔츠 [피콕 블루],https://www.musinsa.com/app/goods/1144474,19900,"
남
",상의,긴소매티셔츠,001,001010
1041,베이식 긴팔 티셔츠 [세룰리안 블루],https://www.musinsa.com/app/goods/1145003,18900,"
남
",상의,긴소매티셔츠,001,001010
1042,수피마 릴렉스드 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/2402827,25900,"
남
",상의,반소매티셔츠,001,001001
1043,라이트웨이트 테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이...,https://www.musinsa.com/app/goods/1323982,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1044,우먼즈 오버사이즈 블레이저 [라이트 브라운],https://www.musinsa.com/app/goods/1618310,83900,"
여
",아우터,슈트/블레이저재킷,002,002003
1045,테이퍼드 히든 밴딩 10부 슬랙스 [그레이],https://www.musinsa.com/app/goods/1246251,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1046,우먼즈 데님 미디 스커트 [라이트 인디고],https://www.musinsa.com/app/goods/1645760,43900,"
여
",스커트,미디스커트,022,022002
1047,[쿨탠다드] 릴렉스 핏 피케 폴로 셔츠 [네이비],https://www.musinsa.com/app/goods/3075262,36900,"
남
",상의,피케/카라티셔츠,001,001003
1048,우먼즈 리얼 와이드 벨티드 슬랙스 [더스티 베이지],https://www.musinsa.com/app/goods/1600385,47900,"
여
",바지,슈트팬츠/슬랙스,003,003008
1049,릴렉스 핏 옥스포드 셔츠 [베이지],https://www.musinsa.com/app/goods/2106510,33900,"
남
",상의,셔츠/블라우스,001,001002
1050,우먼즈 스웨트 쇼츠 [블랙],https://www.musinsa.com/app/goods/2392458,26900,"
여
",바지,숏팬츠,003,003009
1051,우먼즈 플렉서블 크루 넥 긴팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/2773135,18900,"
여
",상의,긴소매티셔츠,001,001010
1052,라이트웨이트 리얼 와이드 히든 밴딩 슬랙스 [차콜 그레이]...,https://www.musinsa.com/app/goods/1312128,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1053,코튼 와이드 버뮤다 쇼츠 [베이지],https://www.musinsa.com/app/goods/2273545,39900,"
남
",바지,숏팬츠,003,003009
1054,우먼즈 배기 테이퍼드 히든 밴딩 슬랙스 [그레이],https://www.musinsa.com/app/goods/2117262,39900,"
여
",바지,슈트팬츠/슬랙스,003,003008
1055,라이트웨이트 미드 카프 삭스 7팩 [화이트],https://www.musinsa.com/app/goods/2821598,22900,"
남
여
",양말/레그웨어,양말,008,008001
1056,스웨트셔츠 [라이트 블루],https://www.musinsa.com/app/goods/1209632,29900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1057,[프리미엄] CALIK 스트레이트 데님 팬츠 [크림],https://www.musinsa.com/app/goods/2028337,79900,"
남
",바지,데님팬츠,003,003002
1058,투 턱 와이드 데님 팬츠 [크림],https://www.musinsa.com/app/goods/2447796,51900,"
남
",바지,데님팬츠,003,003002
1059,나일론 이지 쇼츠_5.5인치 [머스터드],https://www.musinsa.com/app/goods/1388481,29900,"
남
",바지,숏팬츠,003,003009
1060,나일론 이지 쇼츠_7.5인치 [머스터드],https://www.musinsa.com/app/goods/1388496,29900,"
남
",바지,숏팬츠,003,003009
1061,와이드 핏 치노 쇼츠 [화이트],https://www.musinsa.com/app/goods/1388516,37900,"
남
",바지,숏팬츠,003,003009
1062,라이트웨이트 와이드 히든 밴딩 크롭 슬랙스 [라이트 베이지...,https://www.musinsa.com/app/goods/1296324,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1063,폰테 크루 넥 긴팔 티셔츠 [미디엄 그레이],https://www.musinsa.com/app/goods/1190273,24900,"
남
",상의,긴소매티셔츠,001,001010
1064,폰테 터틀 넥 긴팔 티셔츠 [다크 그레이],https://www.musinsa.com/app/goods/1190280,26900,"
남
",상의,긴소매티셔츠,001,001010
1065,릴렉스드 데님 트러커 재킷 2 [딥 인디고],https://www.musinsa.com/app/goods/1645765,69900,"
남
",아우터,트러커재킷,002,002017
1066,슬림 크롭 데님 팬츠 [워시드 블랙],https://www.musinsa.com/app/goods/2007394,49900,"
남
",바지,데님팬츠,003,003002
1067,라이트웨이트 테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 카키...,https://www.musinsa.com/app/goods/1323979,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1068,플레인 폴로 셔츠 [블랙],https://www.musinsa.com/app/goods/1419093,29900,"
남
",상의,피케/카라티셔츠,001,001003
1069,테이퍼드 턴업 히든 밴딩 크롭 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1239756,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1070,[핏더사이즈 컬래버] 시티 레저 와이드 벨티드 카고 팬츠 ...,https://www.musinsa.com/app/goods/3404707,13900,"
남
",바지,기타바지,003,003006
1071,베이식 크루 넥 반팔 티셔츠 [블루 그레이],https://www.musinsa.com/app/goods/1446309,66900,"
남
",상의,반소매티셔츠,001,001001
1072,크루 넥 긴팔 티셔츠 [세룰리안 블루],https://www.musinsa.com/app/goods/1130049,19900,"
남
",상의,긴소매티셔츠,001,001010
1073,[힛탠다드] 맥스 플러스 맨즈 타이즈_이너 웨어 [블랙],https://www.musinsa.com/app/goods/1629113,23900,"
남
",속옷,홈웨어,026,026005
1074,릴렉스드 데님 트러커 재킷 2 [워시드 블랙],https://www.musinsa.com/app/goods/1645767,69900,"
남
",아우터,트러커재킷,002,002017
1075,레귤러 핏 코듀로이 팬츠 [더스티 카키],https://www.musinsa.com/app/goods/1176320,45900,"
남
",바지,코튼팬츠,003,003007
1076,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],https://www.musinsa.com/app/goods/2032905,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1077,와이드 핏 치노 쇼츠 [베이지],https://www.musinsa.com/app/goods/1388510,37900,"
남
",바지,숏팬츠,003,003009
1078,[쿨탠다드] 와이드 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/3051693,55900,"
남
",바지,데님팬츠,003,003002
1079,스웨트 팬츠 [다크 그레이],https://www.musinsa.com/app/goods/1209641,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
1080,브이넥 라이트 다운 베스트 [카키],https://www.musinsa.com/app/goods/605461,49900,"
남
",아우터,패딩베스트,002,002016
1081,[힛탠다드] 맨즈 타이즈_이너 웨어 [다크 그레이],https://www.musinsa.com/app/goods/1595640,13900,"
남
",속옷,홈웨어,026,026005
1082,코듀라 빅 사이즈 투 포켓 백팩 [블랙],https://www.musinsa.com/app/goods/1748195,43900,"
남
여
",가방,백팩,004,004001
1083,우먼즈 스웨트 팬츠 [네이비],https://www.musinsa.com/app/goods/1324413,31900,"
여
",바지,트레이닝/조거팬츠,003,003004
1084,릴렉스 핏 피케 폴로 셔츠 [화이트],https://www.musinsa.com/app/goods/1387973,32900,"
남
",상의,피케/카라티셔츠,001,001003
1085,우먼즈 코튼 와이드 버뮤다 쇼츠 [크림],https://www.musinsa.com/app/goods/2273557,39900,"
여
",바지,숏팬츠,003,003009
1086,우먼즈 스트레이트 데님 팬츠 [워시드 블랙],https://www.musinsa.com/app/goods/2304246,49900,"
여
",바지,데님팬츠,003,003002
1087,라이트웨이트 스키니 히든 밴딩 크롭 슬랙스 [라이트 베이지...,https://www.musinsa.com/app/goods/1347728,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1088,우먼즈 텐셀 실키 긴팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1388363,18900,"
여
",상의,긴소매티셔츠,001,001010
1089,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 카키...,https://www.musinsa.com/app/goods/1388790,19900,"
남
",상의,반소매티셔츠,001,001001
1090,라이트웨이트 세미 와이드 히든 밴딩 슬랙스 [더스티 베이지...,https://www.musinsa.com/app/goods/1312041,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1091,캐시미어 블렌드 오버사이즈 싱글 코트 [브라운],https://www.musinsa.com/app/goods/1145582,159900,"
남
",아우터,겨울싱글코트,002,002007
1092,우먼즈 리브드 슬림 터틀 넥 니트 [블루 그레이],https://www.musinsa.com/app/goods/1595554,35900,"
여
",상의,니트/스웨터,001,001006
1093,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [카키],https://www.musinsa.com/app/goods/1388789,19900,"
남
",상의,반소매티셔츠,001,001001
1094,헤비웨이트 오버사이즈 스웨트셔츠 [다크 브라운],https://www.musinsa.com/app/goods/1642892,39900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1095,리얼 와이드 히든 밴딩 슬랙스 [크림],https://www.musinsa.com/app/goods/1970105,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1096,라운지 스웨트 팬츠 [다크 그레이],https://www.musinsa.com/app/goods/1212788,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
1097,기모 후디드 스웨트 집업 [블랙],https://www.musinsa.com/app/goods/1629076,48900,"
남
",아우터,후드집업,002,002022
1098,베이식 긴팔 티셔츠 [카키],https://www.musinsa.com/app/goods/1144992,18900,"
남
",상의,긴소매티셔츠,001,001010
1099,라이트웨이트 크루 삭스 5팩 [크림],https://www.musinsa.com/app/goods/3009680,14900,"
남
여
",양말/레그웨어,양말,008,008001
1100,젠더리스 와이드 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/2568734,39900,"
남
여
",바지,슈트팬츠/슬랙스,003,003008
1101,우먼즈 릴렉스드 크루 넥 긴팔 티셔츠 2팩,https://www.musinsa.com/app/goods/2724648,37800,"
여
",상의,긴소매티셔츠,001,001010
1102,[쿨탠다드] 우먼즈 베이식 크루 넥 반팔 티셔츠 2팩,https://www.musinsa.com/app/goods/3052664,35800,"
여
",상의,반소매티셔츠,001,001001
1103,슬릿 넥 피케 폴로 셔츠 [더스티 베이지],https://www.musinsa.com/app/goods/1915632,29900,"
남
",상의,피케/카라티셔츠,001,001003
1104,UV 차단 더블 캐노피 방풍 자동 장우산 [블랙],https://www.musinsa.com/app/goods/2976872,25900,"
남
",리빙,생활용품,058,058007
1105,릴렉스 핏 크루 넥 반팔 티셔츠 [카키],https://www.musinsa.com/app/goods/1431734,15900,"
남
",상의,반소매티셔츠,001,001001
1106,나일론 이지 쇼츠_5.5인치 [애쉬 그레이],https://www.musinsa.com/app/goods/1790634,29900,"
남
",바지,숏팬츠,003,003009
1107,우먼즈 와이드 치노 팬츠 [블랙],https://www.musinsa.com/app/goods/1343749,43900,"
여
",바지,코튼팬츠,003,003007
1108,글렌 체크 와이드 히든 밴딩 슬랙스 [다크 베이지],https://www.musinsa.com/app/goods/1655368,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1109,투 턱 와이드 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/2447792,51900,"
남
",바지,데님팬츠,003,003002
1110,램스울 리브드 터틀 넥 니트 [블랙],https://www.musinsa.com/app/goods/1635356,79900,"
남
",상의,니트/스웨터,001,001006
1111,롱 슬리브 피케 폴로 셔츠 [머쉬룸],https://www.musinsa.com/app/goods/1387957,35900,"
남
",상의,피케/카라티셔츠,001,001003
1112,헤비웨이트 속기모 테이퍼드 히든 밴딩 10부 슬랙스 [더스...,https://www.musinsa.com/app/goods/1670231,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1113,데일리 푸퍼 리버서블 플리스 숏 패딩 재킷 [라이트 그레이...,https://www.musinsa.com/app/goods/2653639,89900,"
여
",아우터,숏패딩/숏헤비아우터,002,002012
1114,우먼즈 코튼 와이드 버뮤다 쇼츠 [블랙],https://www.musinsa.com/app/goods/2273555,39900,"
남
",바지,숏팬츠,003,003009
1115,세미 와이드 슬릿 히든 밴딩 슬랙스 [라이트 베이지],https://www.musinsa.com/app/goods/1675532,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1116,코듀라 미니 웨이스트 백 [블랙],https://www.musinsa.com/app/goods/1481577,19900,"
남
여
",가방,웨이스트백,004,004007
1117,라이트웨이트 와이드 히든 밴딩 슬랙스 [더스티 베이지],https://www.musinsa.com/app/goods/1296315,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
1118,[쿨탠다드] 우먼즈 쿨 풋 커버 4팩 [베이지],https://www.musinsa.com/app/goods/1387502,15900,"
남
",양말/레그웨어,양말,008,008001
1119,코튼 린넨 원 턱 와이드 팬츠 [블랙],https://www.musinsa.com/app/goods/2310615,43900,"
남
",바지,코튼팬츠,003,003007
1120,쓰리 턱 세미 벌룬 슬랙스 [차콜 그레이],https://www.musinsa.com/app/goods/2116442,47900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1121,우먼즈 플리스 칼라리스 재킷 [아이보리],https://www.musinsa.com/app/goods/1186313,39900,"
여
",아우터,플리스/뽀글이,002,002023
1122,룸 슈즈 [라이트 그레이],https://www.musinsa.com/app/goods/953978,16900,"
남
여
",신발,슬리퍼,005,005018
1123,콘트라스트 스티치 스웨트셔츠 [다크 그레이],https://www.musinsa.com/app/goods/1804897,32900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1124,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [라이트 블루...,https://www.musinsa.com/app/goods/1388786,19900,"
남
",상의,반소매티셔츠,001,001001
1125,우먼즈 릴렉스드 보트 넥 긴팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/2514365,18900,"
여
",상의,긴소매티셔츠,001,001010
1126,크루 넥 긴팔 티셔츠 [틸],https://www.musinsa.com/app/goods/1130052,19900,"
남
",상의,긴소매티셔츠,001,001010
1127,우먼즈 웨이스트밴들리스 와이드 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/2240942,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
1128,우먼즈 플랫 테리 와이드 라운지 스웨트 팬츠 [화이트],https://www.musinsa.com/app/goods/1805123,33900,"
여
",바지,트레이닝/조거팬츠,003,003004
1129,코튼 린넨 이지 쇼츠 [라이트 그레이],https://www.musinsa.com/app/goods/1388504,33900,"
남
",바지,숏팬츠,003,003009
1130,테이퍼드 치노 팬츠 [다크 그레이],https://www.musinsa.com/app/goods/950810,39900,"
남
",바지,코튼팬츠,003,003007
1131,와이드 이지 밴딩 크롭 슬랙스 [차콜 그레이],https://www.musinsa.com/app/goods/1225930,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1132,크루 넥 긴팔 티셔츠 [더스티 크림],https://www.musinsa.com/app/goods/1130043,19900,"
남
",상의,긴소매티셔츠,001,001010
